"MaximumPressure","MinimumPressure","MaximumTemperature","MinimumTemperature","MaximumRelativeHumidity","MinimumRelativeHumidity","Precipitation","TotalEvaporation","SunshineDuration","WindDirection","WindSpeed"
1017.83,1011.06,29.5,18.4,91,48,0,2.26,8.6,30,8.745548
1017.76,1011.55,27.5,18.5,95,57,0,2.12,7.5,230,6.687772
1016.93,1010.58,28.4,17.5,93,49,0,1.8,8.3,310,6.687772
1015.88,1010.77,28.2,17.3,95,51,0,3.63,7,150,7.71666
1016.33,1011.37,28,16.8,93,48,0,1.83,8.4,360,6.687772
1015.87,1009.39,28.9,19,89,46,0,3.19,8.7,100,6.687772
1014.84,1009.45,29.6,18.3,94,52,0,1.81,8.1,130,5.658884
1013.12,1007.94,29,19.8,91,52,0,3,5.6,20,10.28888
1014.2,1009.66,28,21,88,63,0,2.43,1.3,310,6.687772
1013.27,1008,29.5,21.6,91,58,0,2.09,6.8,210,8.745548
1014.13,1009.14,28,22.9,90,68,0,1.84,0,340,6.687772
1013.79,1007.98,29.4,20.1,91,59,2.5,2.31,8.1,200,8.745548
1012,1008.74,24.1,19.7,95,84,24.3,4.82,0.9,250,12.346656
1014.86,1009.76,26,16.6,95,44,0,2.04,8.7,20,20.063316
1019.21,1012.38,23.3,14.3,72,36,0,2.6,9.1,30,15.947764
1019.22,1012.58,23.9,11.8,91,40,0,2.92,8.9,10,11.317768
1020.05,1014.54,23,11.8,91,45,0,2.27,6.5,230,7.71666
1019.73,1014.71,24.5,13,91,40,0,2.51,9,130,8.745548
1021.86,1015.97,24.8,12.3,94,46,0,2.45,8.9,130,7.71666
1023.14,1016.05,24.7,11.6,94,46,0,2.15,8.9,130,6.687772
1021.2,1015.02,25,11.6,96,43,0,2.49,8.7,240,8.745548
1023.07,1014.97,26.3,11.8,98,47,0,1.61,9,120,6.687772
1023.77,1014.02,26.5,12.6,94,47,0,1.99,9,180,6.687772
1020.01,1012.61,26.7,13.1,94,49,0,3.13,8.7,210,6.687772
1021.38,1014.09,26.2,14.5,94,47,0,1.88,5,120,5.658884
1019.49,1013.48,26.1,14.3,92,48,0,2.11,9,100,6.687772
1019.53,1013.68,25.2,15.3,89,48,0,2.09,6.6,220,7.71666
1021.61,1014.4,26.1,13.1,96,50,0,1.8,8.3,250,5.658884
1022.02,1014.33,27.1,14.2,98,52,0,1.9,8.2,190,5.658884
1019.98,1012.99,27.6,14,96,46,0,1.9,8.5,150,6.687772
1017.72,1011.06,29,15.1,97,49,0,1.97,8.7,240,5.658884
1017.78,1010.54,30.4,16,98,45,0,2.28,8.3,290,7.71666
1017.66,1011.17,30,16.5,94,53,0,2.1,8.6,230,6.687772
1015.65,1009.33,29.5,17.9,95,55,0,1.91,6.4,150,7.71666
1015.35,1009,30.8,17.6,95,47,0,2.53,9.2,140,5.658884
1015.56,1009.47,30.6,16.5,93,39,0,2.38,9.5,220,8.745548
1017.03,1011.18,30,14.9,97,38,0,2.64,8.5,200,8.745548
1018,1010.54,30.4,14.8,94,42,0,2.85,9.4,330,5.658884
1018.29,1012.42,29.6,17.8,93,50,0,1.91,9.1,290,5.658884
1019.87,1013.59,30.5,17.5,94,39,0,2.7,8.6,230,5.658884
1020.94,1013.87,29.4,16.1,95,43,0,2.36,9.3,180,7.71666
1019.24,1012.53,29.7,16.2,94,42,0,3.8,9.1,210,5.658884
1020.85,1015.55,27.4,17,92,47,0,1.62,5.9,50,14.404432
1021.64,1014.92,27.5,15.2,95,44,0,2.36,7.7,190,8.745548
1021.69,1015.65,27.7,14.4,93,42,0,3.29,8.9,120,8.745548
1022.12,1016,27.5,14.4,93,44,0,2.08,9,40,13.375544
1024.61,1018.5,26.5,15.4,91,44,0,3.6,4.5,20,10.28888
1024.75,1018.83,25.4,17.5,74,42,0,3.68,5.8,360,10.28888
1023.74,1016.83,26.8,12.6,94,45,0,2.21,8.9,80,5.658884
1023.87,1017.85,26,17.2,88,41,0,1.98,8.8,360,10.28888
1023.55,1017.02,25.6,12.9,92,39,0,2.73,9.1,60,5.658884
1023.05,1014.71,26.9,11.4,94,27,0,2.89,8.9,70,7.71666
1019.82,1011.71,27.2,11,91,40,0,3.45,8.8,260,6.687772
1017.53,1010.55,29.4,12.7,94,41,0,3.37,9,160,6.687772
1018.68,1011.15,30.2,14,95,37,0,0.91,8.9,210,5.658884
1019.17,1012.41,30,14.5,93,36,0,3.38,8.8,200,7.71666
1018.72,1011.03,30.5,15.2,92,37,0,2.9,8.6,210,3.601108
1018.4,1012.06,31.1,15.9,91,37,0,1.64,8.8,170,8.745548
1020.75,1012.48,31,16.3,88,37,0,3.49,8.8,120,7.71666
1018.3,1011.37,31.2,16.6,90,42,0,2.6,8.7,130,5.658884
1016.82,1009.17,32.5,17.1,91,35,0,3.56,8.5,120,5.658884
1014.6,1006.65,33.5,17.2,92,32,0,3.81,9,10,8.745548
1011.84,1005.27,33,15.1,89,29,0,3.97,9.2,120,7.71666
1011.34,1004.84,32.4,14.8,83,30,0,3.35,9.2,130,6.687772
1012.1,1004.97,31.7,14.8,88,28,0,3.25,9.3,130,7.71666
1011.98,1005.11,32,13.4,91,25,0,3.93,8.5,210,7.71666
1012.63,1005.29,32.6,14,90,20,0,3.41,9.2,150,7.71666
1012.26,1005.83,31.5,13.1,85,24,0,3.31,9.2,210,7.71666
1012.42,1006.14,31.2,13.8,85,27,0,3.72,9.1,140,7.71666
1013.75,1006.63,31.9,15,86,31,0,3.22,8.9,130,6.687772
1013.28,1005.59,31.8,15.8,88,34,0,2.35,8.9,120,7.71666
1012.29,1006.11,31.3,15.8,89,30,0,4.53,8.6,210,5.658884
1016.12,1009.79,31.7,15.5,87,31,0,3.18,8.7,130,7.71666
1015.95,1008.53,32.8,17.2,88,30,0,4.41,8.8,120,11.317768
1015.32,1008.67,33,16.7,84,33,0,4.19,8.7,170,9.774436
1014.97,1009.04,33.3,17.1,87,38,0,3.49,8.3,180,9.774436
1015.64,1009.19,34.1,19.3,86,30,0,3.55,8.6,180,12.346656
1015.47,1007.74,34,20.4,77,32,0,4.83,8.2,210,9.774436
1014.56,1008.68,32.8,19.5,79,32,0,4.92,8.8,150,10.28888
1017.31,1011.29,30.9,19.7,77,42,0,4.22,7.5,130,11.317768
1017.88,1010.6,32.2,19.7,84,37,0,4.16,8.6,230,11.317768
1018.63,1010.38,32.8,17.9,87,32,0,4.16,8.7,210,10.28888
1017.37,1010.77,34.5,18,86,25,0,4.03,8.7,110,9.774436
1016.49,1009.05,35,18,80,28,0,4.41,8.7,210,9.774436
1017.14,1009.85,34.9,18.1,80,25,0,4.33,8.7,20,9.774436
1015.64,1007.6,35.1,16.7,83,25,0,3.91,9.1,220,7.71666
1016.26,1008.57,35,17,83,26,0,4.18,9.2,140,10.28888
1015.31,1008.55,35.4,17.5,81,25,0,4.03,9.3,110,6.687772
1015.3,1007.8,36.1,18.9,79,27,0,4.22,9.4,170,6.687772
1013.44,1006.9,36,18.6,81,25,0,4.6,9.4,90,5.658884
1013.85,1007.29,36.2,19.5,77,29,0,4.5,9.4,110,9.774436
1015.78,1008.67,35.8,18.1,76,22,0,4.8,9.5,160,9.774436
1014.47,1008.48,36,17.8,76,24,0,4,9.4,180,9.774436
1014.61,1007.34,35.1,16.6,79,20,0,5.84,9.5,120,7.71666
1015.05,1007.58,36.3,18.1,78,22,0,3.66,9.7,180,8.745548
1015.04,1007.23,36,19.1,78,25,0,4.84,9.6,210,7.71666
1015.42,1007.76,35.6,18.8,76,28,0,5.34,9.5,100,8.745548
1015.3,1008.37,35.2,19.2,77,27,0,2.74,9.3,130,7.71666
1015.28,1008.01,35.8,21,74,33,0,4.67,8.7,80,9.774436
1014.64,1007.14,36.1,19,78,28,0,4.13,9.8,120,8.745548
1014.65,1007.45,37,19.2,69,26,0,4.79,9.8,160,9.774436
1014.85,1007.34,37.6,18.1,73,25,0,3.36,9.8,130,7.71666
1015.48,1008.94,36.1,20.1,74,30,0,2.46,8.5,150,7.71666
1015.3,1008.96,37.2,19.5,72,22,0,6,9.6,130,9.774436
1016.31,1007.4,38.5,19.7,75,25,0,5.28,9.4,130,9.774436
1014.88,1006.59,38,21,68,28,0,5.82,9.3,130,7.71666
1013.5,1004.74,39,21.2,73,23,0,5.8,9.6,200,9.774436
1012.37,1005.4,37.1,20.5,65,27,0,4.11,9.2,140,6.687772
1011.63,1003.15,37.8,20,77,29,0,5.24,8.5,120,7.71666
1011.3,1004.78,35.4,19.5,74,41,0,3.42,8.3,230,14.404432
1015.68,1007.79,34.3,24.4,78,41,0,4.14,6.8,150,15.947764
1014.64,1008.15,33.6,21.9,82,46,5.9,3.36,7.1,330,32.409972
1014.24,1005.93,35,20,88,32,0,2.42,9.1,230,9.774436
1012.28,1006.95,36.1,21.3,79,28,0,5.09,9.3,100,6.687772
1011.98,1004.35,37,21,82,28,0,5.67,9.1,160,9.774436
1011.28,1003.2,37,21.9,74,31,0,3.18,8.8,140,7.71666
1010.03,1003.52,37.8,22.4,77,29,0,2.62,9.7,120,6.687772
1009.49,1003.09,39,22.9,77,20,0,6.58,9.9,220,10.28888
1010.5,1002.66,38,20.7,73,26,0,7.72,9.4,120,9.774436
1009.27,1001.38,37.9,22,70,28,0,3.37,9.2,130,7.71666
1007.78,1003.44,38.5,22.3,74,39,0,5.02,7.5,340,14.404432
1010.78,1004.39,37.5,22.2,78,26,0.6,3.21,6.8,340,27.779976
1013.64,1006.27,35.2,21.3,83,48,6.5,5.25,7.4,50,14.404432
1014.67,1006.54,33.3,19.5,92,49,0,5.05,8.6,180,9.774436
1013.84,1005.54,36,22,88,34,0,4.73,8.7,30,21.092204
1013.95,1006.4,34.4,22.2,78,42,0,5.04,6.8,60,10.28888
1011.73,1005.02,36.5,23.4,77,32,0,3.89,9.4,20,12.346656
1012.11,1004.46,37,23.2,79,39,0,6.78,9.2,230,13.375544
1011.14,1003.81,37.6,24.4,79,36,0.4,4.16,8.6,230,11.317768
1011.06,1004.32,37.5,24.6,79,34,0,4.58,8.4,170,15.43332
1011.27,1003.94,37.5,23.4,81,36,12.4,8.23,8.6,290,19.034428
1012.31,1006.02,37.2,23.1,83,42,0,5.78,7.4,260,12.346656
1012.9,1005.51,37.5,23.2,81,39,0,5.44,8.2,10,13.375544
1013.52,1006.48,35.4,23.9,79,49,0,5.36,7,350,14.404432
1011.42,1004.14,36.5,23.7,82,45,0,4.95,7.8,210,15.43332
1011.38,1004.07,37,23.1,83,39,0,3.9,8.5,110,7.71666
1011.41,1004.02,38.8,24.6,81,39,0,6.97,9.8,220,12.346656
1010.58,1004.09,37.8,25.4,75,47,0,4.48,6.3,190,9.774436
1009.46,1003.45,38.3,25.5,81,41,0,5.05,7.3,200,9.774436
1011.52,1004.38,37.5,25.6,81,29,0,6.8,7,200,12.346656
1012.28,1006.03,37.5,26,77,44,0,8.68,6.5,230,14.404432
1011.03,1003.14,38,25.9,79,44,0,8.12,6.7,230,7.71666
1008.73,1004.03,39.2,24.5,83,33,0,4.63,9.7,190,6.687772
1009.59,1004.51,38.4,26.6,74,34,0,6.52,10.4,270,15.947764
1010.65,1002.81,38.5,25,72,35,0,7.15,7.7,20,14.404432
1011.9,1005.09,37.6,23.9,82,45,0,3.25,7.3,180,14.404432
1012.13,1004.46,38,25.2,80,36,0,6.6,8.6,10,13.375544
1011.16,1004.01,38,24.8,77,34,9.2,7.86,9.4,40,21.092204
1011.39,1005.95,35.4,23.2,90,48,5.8,4.71,7.5,340,21.092204
1011.57,1004.23,34.9,21.7,92,45,0,3.25,6.8,260,14.404432
1012.56,1005.51,36,23.3,85,39,72.2,5,9.4,120,9.774436
1012.61,1006.92,33,23,94,54,0,4.45,5.9,80,9.774436
1012.03,1005.5,35.1,25.2,81,44,0.8,4.38,8.3,10,10.28888
1012.07,1006.32,34,24.5,83,53,23.6,5.49,6.3,30,9.774436
1013.78,1006.67,34.6,22.4,93,48,0.2,3.81,8.8,350,10.28888
1014.52,1007.2,32.7,24,90,59,4.5,3.16,5,270,20.063316
1011.55,1004.12,36,23.4,94,42,0,6.04,8.8,210,11.317768
1009.56,1002.65,36.7,26,76,36,0,5.61,9,200,19.034428
1009.23,1003.88,35.5,24.8,91,47,25.4,7.08,8.2,250,19.034428
1010.22,1004.12,36,24,92,47,0,5.69,10.4,120,9.774436
1010.55,1002.89,37,26,87,44,6.6,5.38,10.8,250,16.976652
1009.61,1003.04,37,24,91,34,1.6,3.64,8.7,360,13.375544
1007.8,1001.56,36.9,25.4,88,45,0,5.65,8.4,250,15.43332
1007.17,1001.68,35.5,25.1,83,45,0,4.31,6.4,240,15.947764
1007.63,1002.5,36.3,24.4,92,43,26,7.14,9.7,360,9.774436
1009.9,1003.01,35.7,23.8,94,52,0.9,3.77,6.5,220,14.404432
1010.17,1005.45,35.8,24.4,95,52,8,5.27,5.3,200,15.43332
1011.57,1005.39,34.4,23.9,92,61,0,3.03,5.9,110,14.404432
1009.76,1003.34,34.6,24.6,89,51,0,5.34,7,280,13.375544
1008.9,1004.22,34.5,26,82,52,0,4.34,4.4,230,14.404432
1007.34,1001.77,35.5,24.4,83,47,0,3.71,9.9,280,14.404432
1008.36,1003.19,36,25,86,46,0,6.31,11.2,100,8.745548
1010.49,1004.62,36.5,25.8,80,45,0,5.41,10.9,100,9.774436
1011.75,1005.09,37,26.7,81,45,0,5.1,10.4,210,9.774436
1011.74,1006.28,37.1,27.5,73,51,0,4.92,8.5,360,11.317768
1009.85,1004.37,36.6,26.1,83,49,6.8,5.6,5.3,290,25.7222
1010.16,1003.92,36.4,26.1,91,45,9.4,4.77,6.7,280,12.346656
1009.38,1004.78,31.6,25.1,93,70,0.4,2.02,1.3,240,11.317768
1008.23,1002.93,34.7,24.6,92,56,19.4,5.57,3.7,280,21.092204
1007.83,1002.68,35.7,24.8,92,53,30.3,5.9,5.3,330,11.317768
1009.7,1004.25,33.9,24.4,95,57,5.1,3.47,4.9,240,15.947764
1009.81,1002.82,35,23.7,94,55,0.6,5.05,8.9,10,15.43332
1005.85,1000.59,36.5,25.1,93,49,0,5.3,9.6,190,9.774436
1004.93,999.63,36.1,26,84,49,0,4.4,8.8,130,8.745548
1004.34,999.31,36.5,26.5,83,47,0,5.48,8.9,220,10.28888
1005.25,999.99,35.5,26,87,55,2.4,3.86,5.4,190,14.404432
1005.13,999.84,34.6,25,93,55,1,5.24,9.3,190,16.976652
1005.8,1000.99,33.5,25.1,90,54,0.7,4.59,5.3,220,11.317768
1005.06,1001.57,34,25.5,93,61,12,2.85,4.6,290,13.375544
1005.44,1001.03,33.9,25,94,57,0.5,3.45,5.3,200,11.317768
1004.55,999.12,32.7,25.4,85,61,0.2,4.26,3.7,210,15.43332
1001.99,997.41,34.5,26,87,58,0.4,3.54,4.2,210,12.346656
1002.85,998.8,32.6,26,89,67,9.9,3.81,3.4,210,10.28888
1005.18,1002.02,30.2,24.5,94,72,0.5,4.93,2.1,200,15.43332
1005.99,1001.72,31.7,24.8,88,62,0.3,2.67,3.4,200,12.346656
1004.95,1000.81,31.5,25.6,92,69,9.7,3.17,3.1,120,13.375544
1004.94,1001.65,33.2,24.9,96,66,6.2,2.82,4.5,120,13.375544
1006.35,1002.62,31.5,25.1,92,67,4,3.59,3.8,150,11.317768
1007.05,1002.75,31.1,24.8,89,64,0.2,1.84,0.3,240,9.774436
1007.15,1002.97,33.9,25.6,82,55,0.8,4.91,6.2,210,12.346656
1008.68,1004.46,34.8,25,88,51,0,4.08,8.1,190,13.375544
1009.26,1002.72,35,25.3,84,46,0,4.17,6.8,210,13.375544
1006.84,1001.22,34.5,26.1,87,51,1.8,4.5,6,240,13.375544
1004.72,999.61,34.5,25.3,87,51,0,4.01,5.5,250,10.28888
1006.85,1002.93,32.6,25.5,81,67,1.7,2.66,4.8,140,10.28888
1010.16,1006.6,32.3,25.4,84,65,0.1,2.43,4.2,240,12.346656
1010.48,1006.24,34.5,25.6,83,51,0.2,3.32,2.4,240,11.317768
1008.52,1002.71,35,24.7,88,46,0,3.48,2.8,300,9.774436
1006.98,1001.28,35.6,25.5,83,44,0,5.35,3.7,290,11.317768
1007.52,1003.26,33.7,25.4,86,51,0.5,3.19,1.7,190,11.317768
1009.18,1005.52,33.2,26.1,82,53,0,3.66,1.3,240,8.745548
1008.9,1003.71,35.6,24.8,82,49,0,5.1,9.5,200,11.317768
1006.63,1001.61,34.7,25.6,85,49,0,3.2,3.6,210,14.404432
1005.43,1000.72,35.6,24.7,83,48,0,5.81,9.7,270,9.774436
1006.76,1001.62,35.5,25.3,84,46,0,4.8,5.5,300,12.346656
1007.24,1003.73,34.5,26.7,85,53,5.5,2.89,1.4,230,10.28888
1005.13,1003.31,30.2,25.6,93,73,6.9,2.44,0,50,4.629996
1004.8,999.65,28.5,24.4,96,82,11.1,1.95,0,120,8.745548
1004.09,999.71,31.3,24.5,95,64,0,2.69,1.6,190,8.745548
1005.3,1001.03,33.5,25.1,89,54,0,5.48,7,170,14.404432
1006.9,1002.49,33.4,25.3,90,60,4.8,3,6.2,210,14.404432
1006.22,1001.13,33.1,25.2,94,59,16.7,4.63,4.8,210,12.346656
1007.31,1003.36,31.4,24.9,95,75,1.2,2.67,1.4,190,9.774436
1007.87,1003.68,34,25.1,94,57,19.9,0,7.3,200,15.947764
1008.67,1005.32,34.1,24.8,94,56,0,4.38,6.5,250,14.404432
1009.19,1003.64,32.3,24,90,58,0,2.8,5.9,210,18.00554
1006.42,1001.29,34,25.5,88,63,2.2,3.04,3.4,280,9.774436
1005.56,1000.83,32.7,25.2,92,62,3,2.96,0.6,190,12.346656
1005.69,1001.41,31.5,24.4,95,59,0.6,3.15,0.5,180,12.346656
1007.4,1004.15,31.5,24.2,87,59,0,2.94,1.5,180,11.317768
1008.1,1005.19,29.8,24.8,83,67,0,3.43,0.3,190,10.28888
1008.97,1005.71,30.2,24.2,90,67,3.3,0.96,0.2,210,11.317768
1007.28,1003.27,31.1,24.2,94,66,0,1.84,1.7,260,15.947764
1006.19,1001.47,34.9,23.7,93,49,9.3,5.21,10.9,190,11.317768
1006.79,1002.44,34.5,24.5,93,53,14.5,5.08,9.1,160,14.404432
1009.29,1004,34.1,24.7,94,54,72.1,0,5.7,220,13.375544
1009.82,1005.67,30.7,23.8,95,68,6.2,3.38,0.3,250,12.346656
1009.27,1004.13,30.7,24.1,95,64,0,2.48,0.5,210,10.28888
1006.94,1003.57,31,24.8,90,62,0.2,1.59,0.1,110,7.71666
1008.21,1003.28,35,23.8,92,50,0,2.61,6.8,270,10.28888
1007.96,1003.07,35,25.6,88,52,7.6,5.92,4.8,120,12.346656
1006.4,1000.81,34.8,25.4,88,51,0,4.46,6.3,270,11.317768
1005.31,1001.49,33.5,25.3,87,54,1.7,3.51,3.7,240,11.317768
1006.6,1002.69,32.3,25.4,89,62,0.2,3.27,2.2,230,11.317768
1005.83,1002.01,33.6,25.7,89,64,1.9,2.27,3.6,210,11.317768
1006.7,1002.94,31.3,24.8,92,65,6.3,2.89,1.2,260,10.28888
1006.3,1002.41,30.5,24.4,95,70,0.4,1.91,0.7,180,9.774436
1006.37,1002.01,32,24.3,91,62,0,2.32,4.1,100,12.346656
1007.74,1004.04,32.7,24.8,92,63,7.2,7.2,4.2,230,14.404432
1009.07,1004.84,31.5,24.5,92,62,0,0.29,2.6,210,12.346656
1009.6,1005.93,31.7,24.9,89,61,2.3,3.5,2.3,150,7.71666
1008.7,1003.11,34,24.4,94,54,8.9,4.17,7.9,30,11.317768
1006.86,1002.37,33.6,23.8,91,54,0,3.43,5.9,220,8.745548
1007.72,1002.55,31.5,24.7,94,60,21.9,4.43,0.3,260,15.947764
1010.25,1007.17,27.2,24,95,85,7,2.95,0,210,6.687772
1011.69,1007.25,31.1,23.9,97,64,3.8,2.22,3.3,150,9.774436
1011.77,1006.13,33,24.5,92,55,0,2.17,1.8,230,9.774436
1009.56,1004.95,34.1,25.2,90,54,0,4.53,5.1,150,7.71666
1011.07,1007.97,33.5,25.4,88,56,17.9,3.43,1.7,260,19.034428
1010.8,1005.29,32.4,24.1,93,67,5.6,6.93,1.6,280,11.317768
1010.14,1006.17,31.8,23.7,95,70,0.7,2.87,1.7,200,16.976652
1010.16,1005.75,32.5,24.7,90,58,0,2.96,3,210,14.404432
1010.69,1006.73,34,23.4,88,54,0,5.42,10,200,16.976652
1011.41,1005.89,35.1,24.3,90,45,0.8,3.82,9.1,310,11.317768
1010.55,1005.04,34.5,24.2,91,56,7.5,3.67,7.7,230,11.317768
1009.8,1005.3,33.6,24.9,92,58,0,2.61,2.7,120,9.774436
1010.15,1004.36,34.4,24.6,92,63,15,3.93,1.3,290,9.774436
1009.37,1003.24,33.6,23.9,95,52,19.3,6.2,5.7,210,10.28888
1010.28,1004.72,33.5,23.5,93,54,0,0.74,7.2,10,7.71666
1010.04,1004.93,29,23.2,93,75,34,3.53,0,180,12.346656
1011.4,1007.18,30.8,23.5,95,66,68.3,5.01,4.1,150,8.745548
1010.14,1005.42,30.5,23.2,96,70,0.6,1.2,4,230,8.745548
1009.83,1003.98,32.6,24.2,94,59,6.5,5.4,5.9,340,11.317768
1010.56,1004.16,31.5,24.1,96,67,51.8,0,3.4,350,12.346656
1010.31,1006.15,29.9,23.4,94,69,0.8,6.49,2.6,210,13.375544
1010.02,1004.57,32.5,24.1,94,63,17,4.94,3.3,240,10.28888
1008.83,1002.52,33.2,23.5,96,58,0.9,3.59,6.5,140,8.745548
1008.73,1004.41,32.1,24.1,90,60,0.2,2.47,3.9,320,7.71666
1010.42,1005.23,33.8,24.2,90,53,0,2.96,8.2,250,9.774436
1009.5,1004.05,33.9,24.4,95,53,0,6.31,9.5,220,7.71666
1008.47,1002.17,35.5,25.1,86,47,0,2.66,8.7,40,11.317768
1009.18,1003.92,34.7,25,89,49,0,3.71,10.1,190,8.745548
1010.17,1004.36,35.6,25.1,88,49,0,6.38,9.2,200,8.745548
1009.54,1003.92,35.7,25.6,84,49,0.1,4.67,8.5,100,10.28888
1008.74,1004.01,33.7,25,89,56,13.3,4.44,6,20,11.317768
1008.37,1003.35,34.3,24.4,92,59,0.2,2.86,4.7,360,8.745548
1007.16,1000.23,35.4,24.1,91,52,23.3,4.52,7.2,340,9.774436
1005.62,997.65,33.7,23.3,96,61,6.3,4.54,8,40,12.346656
1004.96,998.94,34.2,23.9,94,53,0,3.83,4.8,200,12.346656
1011.46,1005.53,30.5,25.2,93,73,13.4,1.99,0.7,210,14.404432
1013.23,1007.08,31.5,24,94,62,0,3.24,4.4,230,7.71666
1010.81,1004.99,33.3,24.1,91,59,1.9,2.46,6.4,100,10.28888
1011.54,1007.18,30.3,24.7,94,68,0.3,2.43,0.9,210,11.317768
1012.19,1007.51,31.1,23.8,88,65,0,1.85,0.3,210,10.28888
1010.1,1005.01,33.2,24,91,60,0,1.44,4.1,250,7.71666
1010.82,1006.09,32,24.7,88,61,8.7,2.6,4.1,210,8.745548
1013.99,1008.53,31.7,23.2,92,61,14.7,4.17,4.6,210,9.774436
1014.11,1010.14,29.5,23,96,69,1.6,2.54,0.7,230,7.71666
1014.94,1008.38,33.5,23.5,95,57,0,2.46,6.1,230,8.745548
1012.22,1007.13,34.6,23.5,91,58,0,4.39,8.1,30,7.71666
1013.38,1007.79,33.2,24,94,66,16.5,3.4,4.1,30,16.976652
1013.36,1007.66,33.4,22.7,94,54,0,3.3,9.8,110,10.28888
1014.09,1007.28,34.1,23.4,91,54,0,4.75,9.7,130,11.317768
1014.36,1006.87,34.2,23.6,91,50,0,4.1,9.3,120,9.774436
1011.45,1005,34.7,23.5,91,46,0,4.09,10.1,120,10.28888
1011.36,1005.35,35,23.7,90,43,0,5.78,9.7,20,10.28888
1014.67,1007.49,34.9,23.3,93,49,13.7,4.62,7.3,100,14.404432
1014.79,1009.05,31.9,23.2,95,53,0.5,4.3,8.9,10,14.404432
1013.28,1008.06,32.4,23.4,91,48,0,2.2,7.5,360,12.346656
1014.53,1009.57,32.1,21.6,83,49,0,4.28,5.2,20,8.745548
1014.65,1008.35,32,22.2,89,57,0,2.86,3.6,210,9.774436
1012.88,1006.57,33.5,21.7,91,48,0,3.67,9,260,8.745548
1012.21,1006.12,34.3,23,89,44,0,4.95,9.4,210,7.71666
1014.24,1008.87,32,23.8,96,61,44.6,9.16,3.8,180,10.28888
1016.26,1011.96,31.9,24.6,90,48,0,4.04,6.1,90,9.774436
1016.92,1011.32,33,23,90,48,0,2.39,7,120,8.745548
1017,1011.27,31.1,22.4,91,58,0,4.78,4.6,130,7.71666
1015.82,1010.12,32.7,23,88,49,0,2.48,8,210,7.71666
1016.35,1010.78,32.8,21.5,90,49,0,4.54,8.1,220,7.71666
1014.53,1008.91,33.7,22.3,90,46,0,2.64,9,210,7.71666
1013.65,1007.84,33.2,23.4,87,49,0,3.82,8.6,100,7.71666
1014.54,1009.95,32.7,22.6,90,52,0.1,4.72,7.2,260,13.375544
1017.49,1011.58,31.8,24.7,88,56,0,2.03,2.5,210,7.71666
1017.17,1013.01,27.7,22.6,93,76,12.3,2.33,1.2,260,14.404432
1016.06,1009.94,31.7,22.6,91,58,44.3,5.39,5.7,130,8.745548
1014.52,1008.4,31.7,22.7,94,61,0.2,2.45,4.6,50,10.28888
1014.21,1009.94,33,23.1,89,55,0,3.26,8,40,7.71666
1016.57,1010.78,33.7,22.9,92,50,0,3.93,8.5,100,7.71666
1015.16,1009.46,33.8,23.2,92,51,0,3.57,8,110,11.317768
1013.43,1008.21,33.5,23.7,89,48,0,4.17,7.4,200,9.774436
1014.1,1008.13,33.3,23.4,92,54,13.6,4.4,8.1,130,11.317768
1013.29,1007.52,33.2,23.3,91,56,0,2.99,7.1,210,10.28888
1014.21,1007.55,33.8,23.4,91,55,0,3.42,7.1,130,6.687772
1012.65,1007.08,34.5,23.9,91,51,0,3.11,8.7,180,10.28888
1013.31,1007.75,34.5,23.8,91,50,0.3,3.2,8.6,130,10.28888
1014.83,1009.15,33.1,24.4,92,60,0,3.71,7.8,110,10.28888
1014.63,1009.37,32.3,23.6,91,53,0,3.57,8.2,210,9.774436
1015.63,1011.67,26.8,23.6,92,80,7.5,0.24,0,210,9.774436
1014.5,1011.55,26.2,22.5,96,84,7.8,2.2,0,180,7.71666
1015.29,1010.18,30.6,22.2,96,65,0.4,1.24,2.5,100,7.71666
1014.95,1009.28,33,23.2,93,53,0,2.54,6.9,170,8.745548
1016.25,1009.49,33.6,22.7,92,51,0,3.49,8.4,120,8.745548
1015.56,1009.51,33.5,22.5,92,51,0,3.53,8.9,160,8.745548
1014.69,1008.81,33.8,22.2,92,45,0,3.37,8.8,230,8.745548
1015.39,1009.9,33.5,21.5,90,47,0,3.8,8.7,190,7.71666
1017.35,1011.25,33.4,21.5,92,46,0,3.16,8.8,140,8.745548
1017.07,1010.3,33.1,22.4,90,47,0,3.64,9,160,9.774436
1016.23,1010.21,32.6,22.7,89,49,0,3.73,8.9,200,8.745548
1016.46,1009.58,33.1,22.5,89,51,0,4.01,9,210,9.774436
1016.98,1010.86,32,23.7,90,56,0,2.59,5.2,210,9.774436
1018.65,1012.84,32.9,21.7,91,47,0,3.2,8.7,140,8.745548
1018.18,1011.74,30.9,21.6,87,50,0,3.15,8.4,130,7.71666
1017.17,1010.37,30.5,21.3,91,47,0,2.77,7.6,210,9.774436
1016.13,1009.5,32,19.6,91,46,0,3.9,9,300,8.745548
1015.89,1009.48,31.4,19.5,91,34,0,2.75,9.1,120,9.774436
1016.43,1009.95,31,18.2,93,39,0,2.85,8.9,210,9.774436
1016.58,1010.43,31.3,17.7,90,41,0,3.28,9,140,7.71666
1015.79,1008.3,31.4,17.4,92,44,0,2.91,8.9,120,7.71666
1013.42,1006.43,31.3,17.5,92,46,0,2.21,9.1,20,9.774436
1015.27,1008.44,31.5,18.7,90,41,0,3.24,9,190,7.71666
